,line,season,episode,line_ID
822,RACHEL: We didn't change..,1,3,103
823,JOEY: So that's it? It's over? Just like that?,1,3,103
824,"PHOEBE: You know.. you let your guard down, you start to really care about someone, and I just- I- (CHEWS HER HAIR)",1,3,103
825,"MONICA: Look, I- I could go on pretending-",1,3,103
826,JOEY: Okay!,1,3,103
827,"MONICA: -but that wouldn't be fair to me, it wouldn't be fair to Alan- It wouldn't be fair to you!",1,3,103
828,"ROSS: Who-who wants fair? Y'know, I just want things back. Y'know, the way they were.",1,3,103
829,MONICA: I'm sorry..,1,3,103
830,"CHANDLER: (SARCASTIC) Oh, she's sorry! I feel better!",1,3,103
831,"RACHEL: (TEARFUL) I just can't believe this! I mean, with the holidays coming up- I wanted him to meet my family-",1,3,103
832,MONICA: I'll meet somone else. There'll be other Alans.,1,3,103
833,"ALL: Oh, yeah! Right!",1,3,103
834,MONICA: Are you guys gonna be okay?,1,3,103
835,"ROSS: Hey hey, we'll be fine. We're just gonna need a little time.",1,3,103
836,MONICA: (DUBIOUS) I understand.,1,3,103
837,(CUT TO MONICA TELLING ALAN IN A RESTAURANT),1,3,103
838,ALAN: Wow. ,1,3,103
839,"MONICA: I'm, I'm really sorry.",1,3,103
840,"ALAN: Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved. ",1,3,103
841,MONICA: Relieved?,1,3,103
842,"ALAN: Yeah, well, I had a great time with you.. I just can't stand your friends.",1,3,103
843,(CLOSING CREDITS),1,3,103
844,"CREDITS SCENE: RACHEL + MONICA'S (THE GANG ARE MOPING AROUND, EATING ICE CREAM)",1,3,103
845,RACHEL: Remember when we went to Central Park and rented boats?.. That was fun.,1,3,103
846,ROSS: Yeah. He could row like a viking.,1,3,103
847,(ENTER MONICA),1,3,103
848,MONICA: Hi.,1,3,103
849,ALL: Mmm. ,1,3,103
850,ROSS: So how'd it go?,1,3,103
851,"MONICA: Oh, y'know..",1,3,103
852,PHOEBE: Did he mention us?,1,3,103
853,MONICA: He said he's really gonna miss you guys. (DUBIOUS LOOK),1,3,103
854,"ROSS: You had a rough day, huh.. c'mere. (SHE SITS DOWN AND ROSS STROKES HER FOREHEAD)",1,3,103
855,CHANDLER: ...That's it. I'm getting cigarettes.,1,3,103
856,ALL: No no no!,1,3,103
857,"CHANDLER: (LEAVING) I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!",1,3,103
858,PHOEBE: (SHOUTS AS HE LEAVES) If you never smoke again I'll give you seven thousand dollars!,1,3,103
859,"CHANDLER: (REENTERING) Yeah, alright.
END",1,3,103
860,"Originally written by Alexa Junge.
Transcribed by guineapig.
PRE-INTRO-SCENE: CENTRAL PERK (ALL PRESENT EXCEPT JOEY)",1,4,104
861,MONICA: Alright. Phoebe?,1,4,104
862,"PHOEBE: Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!",1,4,104
863,"ROSS: Yeah, see.. you took mine. Chandler, what about you?",1,4,104
864,"CHANDLER: Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.",1,4,104
865,"RACHEL: See, there's always one guy. (MOCKING) ""If I had a wish, I'd wish for three more wishes.""",1,4,104
866,(ENTER JOEY),1,4,104
867,"ALL: Hey Joey. Hi. Hey, buddy.",1,4,104
868,"MONICA: Hey, Joey, what would you do if you were omnipotent?",1,4,104
869,JOEY: Probably k*ll myself!,1,4,104
870,MONICA: ..Excuse me?,1,4,104
871,"JOEY: Hey, if Little Joey's dead, then I got no reason to live!",1,4,104
872,"ROSS: Joey, uh- OMnipotent.",1,4,104
873,"JOEY: You are? Ross, I'm sorry..",1,4,104
874,(INTRO),1,4,104
875,SCENE 1: CENTRAL PERK (ROSS AND MONICA ARE WATCHING PHOEBE SLEEP),1,4,104
876,MONICA: How does she do that?,1,4,104
877,ROSS: I cannot sleep in a public place.,1,4,104
878,MONICA: Would you look at her? She is so peaceful.,1,4,104
879,PHOEBE: (WAKING AND STARTLING THEM) Oh! What what what! ...Hi.,1,4,104
880,"ROSS: It's okay, y'know, you just nodded off again.",1,4,104
881,MONICA: What's going on with you?,1,4,104
882,PHOEBE: I got no sleep last night!,1,4,104
883,ROSS: Why?,1,4,104
884,"PHOEBE: My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!",1,4,104
885,"MONICA: Well, if you want, you can stay with Rachel and me tonight.",1,4,104
886,PHOEBE: Thanks.,1,4,104
887,(ENTER CHANDLER AND JOEY. JOEY IS COUNTING HIS STEPS),1,4,104
888,"JOEY: ...Ninety-five, ninety-six, ninety-seven. See, I told you! Less than a hundred steps from our place to here.",1,4,104
889,CHANDLER: You got waaaay too much free time.,1,4,104
890,"JOEY: (TO ROSS) Hey! Here's the birthday boy! Ross, check it out: hockey tickets, Rangers-Penguins, tonight at the Garden, and we're taking you.",1,4,104
891,"CHANDLER: Happy birthday, pal!",1,4,104
892,"JOEY: We love you, man. (KISSES HIM)",1,4,104
893,"ROSS: Funny, my birthday was seven months ago.",1,4,104
894,JOEY: So?,1,4,104
895,"ROSS: So, I'm guessing you had an extra ticket and couldn't decide which one of you got to bring a date?",1,4,104
896,"CHANDLER: Well, aren't we Mr. ""The glass is half empty"".",1,4,104
897,"ROSS: Oh my God, oh- is today the twentieth, October twentieth?",1,4,104
898,"MONICA: Oh, I was hoping you wouldn't remember.",1,4,104
899,ROSS: Ohhh.,1,4,104
900,JOEY: What's wrong with the twentieth?,1,4,104
901,CHANDLER: Eleven days before Hallowe'en.. all the good costumes are gone?,1,4,104
902,"ROSS: Today's the day Carol and I first.. consummated our physical relationship. (JOEY IS PUZZLED) s*x. ..You know what, I-I'd better pass on the game. I think I'm just gonna go home and think about my ex-wife and her lesbian lover.",1,4,104
903,"JOEY: The hell with hockey, let's all do that!",1,4,104
904,"CHANDLER: (TRYING TO STOP ROSS LEAVING) C'mon, Ross! You, me, Joey, ice, guys' night out, c'mon, whaddya say, big guy, (PRETENDING TO PUNCH HIM IN THE STOMACH) huh? huh? huh?",1,4,104
905,ROSS: What are you doing?,1,4,104
906,CHANDLER: (STOPS) I have no idea.,1,4,104
907,"JOEY: C'mon, Ross!",1,4,104
908,"ROSS: Alright, alright, maybe it'll take my mind off it. Do you promise to buy me a big thumb finger?",1,4,104
909,CHANDLER: You got it.,1,4,104
910,(RACHEL RUNS UP CLUTCHING AN ENVELOPE),1,4,104
911,"RACHEL: Look look look look look, my first pay check! Look at the window, there's my name! Hi, me! ",1,4,104
912,"PHOEBE: I remember the day I got my first pay check. There was a cave in in one of the mines, and eight people were k*lled.",1,4,104
913,"MONICA: Wow, you worked in a mine?",1,4,104
914,"PHOEBE: I worked in a Dairy Queen, why?",1,4,104
915,"RACHEL: God, isn't this exciting? I earned this. I wiped tables for it, I steamed milk for it, and it was totally- (OPENS ENVELOPE) -not worth it. Who's FICA? Why's he getting all my money? I mean, what- Chandler, look at that.",1,4,104
916,"CHANDLER: (LOOKING) Oh, this is not that bad.",1,4,104
917,"JOEY: Oh, you're fine, yeah, for a first job.",1,4,104
918,"ROSS: You can totally, totally live on this.",1,4,104
919,"MONICA: Yeah, yeah.",1,4,104
920,"ROSS: Oh, by the way, great service tonight.",1,4,104
921,ALL: Oh! Yeah! (THEY GET THEIR WALLETS OUT AND GIVE GENEROUS TIPS),1,4,104
922,"BOYS: Hockey! (THEY GO TO LEAVE BUT ARE BLOCKED BY LESLIE, KIKI AND JOANNE. A PAUSE AS THE BOYS STARE AT THEM) Hockey! Hockey. (EXIT BOYS)",1,4,104
923,LESLIE: (LOOKING ROUND) Rachel?,1,4,104
924,"RACHEL: Oh my God! (RACHEL, LESLIE, KIKI AND JOANNE ALL SCREAM AND HUG EACH OTHER)",1,4,104
925,MONICA: (TO PHOEBE) I swear I've seen birds do this on Wild Kingdom.,1,4,104
926,RACHEL: What are you guys doing here?,1,4,104
927,"KIKI: Well, we were in the city shopping, and your mom said you work here, aaand it's true!",1,4,104
928,JOANNE: Look at you in the apron. You look like you're in a play.,1,4,104
929,"RACHEL: (TO (PREGNANT) LESLIE) Look at you, you are so big I can't believe it!",1,4,104
930,LESLIE: I know. I know! I'm a duplex.,1,4,104
931,RACHEL: (TO JOANNE) So what's going on with you?,1,4,104
932,"JOANNE: Well, guess who my dad's making partner in his firm? (POINTS TO HERSELF; THEY ALL SCREAM)",1,4,104
933,KIKI: And while we're on the subject of news.. (HOLDS UP HER FINGER TO SHOW A RING; THEY ALL SCREAM),1,4,104
934,"PHOEBE: (TO MONICA) Look, look, I have elbows! (THEY SCREAM)",1,4,104
935,SCENE 2: THE BOYS WALKING DOWN A STREET (CHANDLER AND JOEY ARE KICKING A CAN ABOUT),1,4,104
936,CHANDLER: ...Poulet passes it up to Leech! (PASSES TO JOEY),1,4,104
937,"JOEY: Leech spots Messier in the crease- there's the pass! (KICKS IT TO ROSS, BUT ROSS IS STARING INTO A SHOP WINDOW)",1,4,104
938,CHANDLER: We'll take a brief time out while Messier stops to look at some women's shoes.,1,4,104
939,"ROSS: Carol was wearing boots just like those the night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we- (OFF CHANDLER'S LOOK) Sorry. Sorry.",1,4,104
940,(THEY WALK ON. CHANDLER AND JOEY START TO TALK BUT ROSS STOPS AND WHINES),1,4,104
941,JOEY: What?,1,4,104
942,ROSS: Peach pit.,1,4,104
943,"CHANDLER: Yes, Bunny?",1,4,104
944,"ROSS: (POINTS) Peach pit. That night we, uh- we had-",1,4,104
945,JOEY: -Peaches?,1,4,104
946,"ROSS: Actually, nectarines, but basically..",1,4,104
947,CHANDLER: (TO JOEY) Could've been a peach.,1,4,104
948,"ROSS: Then, uh, then we got dressed, and I-I... I walked her to the- (LOOKS UP, REALISES, AND POINTS) -the bus stop... I'm fine.",1,4,104
949,"JOEY: Hey, that woman's got an ass like Carol's! (THEY TURN TO STARE AT HIM) What? Thought we were trying to find stuff.",1,4,104
950,"(CUT TO CENTRAL PERK- RACHEL, LESLIE, KIKI AND JOANNE TALKING)",1,4,104
951,"RACHEL: So c'mon, you guys, tell me all the dirt!",1,4,104
952,"KIKI: Well, the biggest news is still you dumping Barry at the altar!",1,4,104
953,JOANNE: Alright. Let's talk reality for a second.,1,4,104
954,RACHEL: Okay.,1,4,104
955,JOANNE: When are you coming home?,1,4,104
956,"RACHEL: What? Guys, I'm not. ",1,4,104
957,"JOANNE: C'mon, this is us.",1,4,104
958,RACHEL: I'm not! This is what I'm doing now. I've got this job-,1,4,104
959,KIKI: Waitressing?,1,4,104
960,"RACHEL: Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",1,4,104
961,LESLIE: Well. Your mom didn't tell us about the blobbies.,1,4,104
962,SCENE 3: MONICA AND RACHEL'S (PHOEBE AND MONICA ARE IN PAJAMAS. MONICA IS MAKING SOMETHING IN THE BLENDER),1,4,104
963,(ENTER RACHEL) ,1,4,104
964,"MONICA: Hey, Rach. How was it with your friends? (SHE AND PHOEBE SCREAM) Okay! How would you like some Tiki Death Punch? (POURS THE CONTENTS OF THE BLENDER INTO GLASSES)",1,4,104
965,RACHEL: What's that?,1,4,104
966,"MONICA: Weeeell, it's rum, and-",1,4,104
967,RACHEL: Okay. (GRABS THE BLENDER AND STARTS TO DRINK),1,4,104
968,"MONICA: We thought since Phoebe was staying over tonight we'd have kinda like a slumber party thing. We got some trashy magazines, we got cookie dough, we got Twister.. (PHONE RINGS, MONICA GOES TO ANSWER)",1,4,104
969,"PHOEBE: Ooh! Ooh! And I brought Operation! But, um, I lost the tweezers, so we can't operate. But we can prep the guy!",1,4,104
970,"MONICA: Uh, Rach, it's the Visa card people.",1,4,104
971,"RACHEL: Oh, God, ask them what they want.",1,4,104
972,"MONICA: (PHONE) Could you please tell me what this is in reference to? ...Yes, hold on. (TO RACH) Um, they say there's been some unusual activity on your account.",1,4,104
973,RACHEL: But I haven't used my card in weeks!,1,4,104
974,"MONICA: That is the unusual activity. Look, they just wanna see if you're okay.",1,4,104
975,"RACHEL: They wanna know if I'm okay. Okay.. they wanna know if I'm okay, okay, let's see. Well, let's see, the FICA guys took all my money, everyone I know is either getting married, or getting promoted, or getting pregnant, and I'm getting coffee! And it's not even for me! So if that sounds like I'm okay, okay, then you can tell them I'm okay, okay?",1,4,104
976,"MONICA: (PAUSES, THEN, TO PHONE) Uh- Rachel has left the building, can you call back?",1,4,104
977,"RACHEL: Alright, c'mon! (MISERABLY) Let's play Twister!",1,4,104
978,SCENE 4: THE GUYS AT THE GAME (TRYING TO FIND THEIR SEATS) ,1,4,104
979,"ROSS: (SQUEEZING PAST PEOPLE) Sorry, sorry... Uh-oh.",1,4,104
980,CHANDLER: What? There was ice there that night with Carol? Plastic seats? Four thousand angry Pittsburgh fans?,1,4,104
981,"ROSS: No, actually I was just saying it looks like we're not sitting together. But now you mention it, there was ice there that night... It was the first frost...",1,4,104
982,"JOEY: C'mon, sit. Just sit down, sit.",1,4,104
983,(CUT TO THE GIRLS),1,4,104
984,MONICA: You should feel great about yourself! You're doing this amazing independence thing!,1,4,104
985,"RACHEL: Monica, what is so amazing? I gave up, like, everything. And for what?",1,4,104
986,PHOEBE: You are just like Jack.,1,4,104
987,RACHEL: ...Jack from downstairs?,1,4,104
988,"PHOEBE: No, Jack and the Beanstalk.",1,4,104
989,"MONICA: Ah, the other Jack.",1,4,104
990,"PHOEBE: Yeah, right! See, he gave up something, but then he got those magic beans. And then he woke up, and there was this, this big plant outside his window, full of possibilities and stuff.. And he lived in a village, and you live in the Village..",1,4,104
991,"RACHEL: Okay, but Pheebs, Pheebs, Jack gave up a cow, I gave up an orthodontist. Okay, I-I-I know, I know I didn't love him-",1,4,104
992,"PHOEBE: Oh, see, Jack did love the cow.",1,4,104
993,"RACHEL: But see, it was a plan. Y'know, it was clear. It was figured out, and now everything's just kinda like-",1,4,104
994,PHOEBE: Floopy?,1,4,104
995,RACHEL: Yeah. ,1,4,104
996,"MONICA: So what, you're not the only one. I mean, half the time we don't know where we're going. You've just gotta figure at some point it's all gonna come together, and it's just gonna be... un-floopy.",1,4,104
997,"PHOEBE: Oh, like that's a word.",1,4,104
998,"RACHEL: Okay, but Monica, what if- what if it doesn't come together? ",1,4,104
999,MONICA: ...Pheebs?,1,4,104
1000,"PHOEBE: Oh, well... 'cause.... you just... I don't like this question.",1,4,104
1001,"RACHEL: Okay, see, see, you guys, what if we don't get magic beans? I mean, what if all we've got are.. beans?",1,4,104
1002,(CUT TO THE GAME),1,4,104
1003,"ROSS: Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!",1,4,104
1004,"CHANDLER: (TO ROSS) See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.",1,4,104
1005,ROSS: Pass it! Pass it!,1,4,104
1006,CHANDLER: He's open! ,1,4,104
1007,ALL: sh**t! sh**t! sh**t! ,1,4,104
1008,"(THE PLAYER sh**ts. THE PUCK FLIES OFF THE RINK AND HITS ROSS IN THE FACE. CHANDLER LOOKS CONCERNED, UNTIL HE NOTICES...)",1,4,104
1009,"CHANDLER: Hey, look, we're on that TV thing!",1,4,104
1010,(CHANDLER AND JOEY HOLD UP THE PUCK AND WAVE AT THE TV THING),1,4,104
1011,(AD BREAK),1,4,104
1012,SCENE 5: EMERGENCY ROOM (CHANDLER AND JOEY LEADING ROSS IN),1,4,104
1013,CHANDLER: (TO RECEPTIONIST)'Scuse me.,1,4,104
1014,"RECEPTIONIST: (HOLDS UP HER HAND- SHE IS ON THE PHONE) It says to call this number if you're not completely satisfied with this candy bar. Well, I'm not completely satisfied.",1,4,104
1015,"CHANDLER: Listen, it's kind of an emergency. Well, I guess you know that, or we'd be in the predicament room.",1,4,104
1016,(RECEPTIONIST GIVES HIM A LOOK TO FREEZE HELL),1,4,104
1017,"RECEPTIONIST: (TO PHONE) Hold on. (TO CHANDLER) Fill these out, sit over there. (TOSSES HIM SOME FORMS)",1,4,104
1018,"ROSS: (JUMPS TO HIS FEET) Look, I don't wanna make any trouble, okay, but I'm in a lot of pain here, alright? My face is dented.",1,4,104
1019,"RECEPTIONIST: Well, you'll have to wait your turn.",1,4,104
1020,"JOEY: Well, how long do you think it'll be?",1,4,104
1021,RECEPTIONIST: (SARCASTIC) Any minute now.,1,4,104
1022,"ROSS: Hey, this- (SHE GIVES HIM A LOOK AND THE GUYS BACK OFF) Heyy...",1,4,104
1023,(CUT TO THE GIRLS),1,4,104
1024,"RACHEL: I'm so sorry, you guys. I didn't mean to bring you down.",1,4,104
1025,"MONICA: No, you were right. I don't have a plan. (A KNOCK AT THE DOOR)",1,4,104
1026,PIZZA GUY (OUTSIDE): Pizza guy.,1,4,104
1027,RACHEL: Thank God. Food. (SHE GOES TO GET IT),1,4,104
1028,MONICA: Phoebe?,1,4,104
1029,PHOEBE: What?,1,4,104
1030,MONICA: Do you have a plan?,1,4,104
1031,PHOEBE: I don't even have a 'pl'.,1,4,104
1032,"PIZZA GUY: Hi, one, uh, mushroom, green pepper and onion?",1,4,104
1033,"RACHEL: (MISERABLE) No, no, that's not what we ordered... We ordered a fat-free crust with extra cheese.",1,4,104
1034,"PIZZA GUY: Wait, you're not 'G.Stephanopoulos'? Man, my dad's gonna k*ll me!",1,4,104
1035,MONICA: (LEAPS THE COUCH AND RUNS UP) Wait! Did you say 'G.Stephanopoulos'?,1,4,104
1036,"PIZZA GUY: Yeah. This one goes across the street, I must have given him yours. Oh, bonehead, bonehead!",1,4,104
1037,"MONICA: Wait, was this a-a small mediterranean guy with curiously intelligent good looks?",1,4,104
1038,"PIZZA GUY: Yeah, that sounds about right.",1,4,104
1039,MONICA: Was he wearing a stunning blue suit?,1,4,104
1040,PHOEBE: And-and a power tie?,1,4,104
1041,"PIZZA GUY: No, pretty much just a towel.",1,4,104
1042,MONICA: (STAGGERED) Oh God.,1,4,104
1043,PIZZA GUY: So you guys want me to take this back?,1,4,104
1044,MONICA: Are you nuts?! We've got George Stephanopoulos' pizza!,1,4,104
1045,(RACHEL PAYS HIM. MONICA GRABS SOME BINOCULARS AND RUNS TO THE WINDOW),1,4,104
1046,"RACHEL: Uh, Pheebs? Who's George Snuffalopagus?",1,4,104
1047,PHOEBE: Big Bird's friend.,1,4,104
1048,MONICA: I see pizza!,1,4,104
1049,"PHOEBE: Oh, I wanna see! Lemme see! Lemme see! (RUNS UP AND TAKES THE BINOCULARS) ",1,4,104
1050,RACHEL: Hello? Who are we spying on?,1,4,104
1051,"MONICA: White House adviser? Clinton's campaign guy? The one with the great hair, sexy smile, really cute butt?",1,4,104
1052,"RACHEL: Oh, him, the little guy? Oh, I love him!",1,4,104
1053,"PHOEBE: Ooh, wait.. wait, I see a woman.",1,4,104
1054,MONICA: Please tell me it's his mother.,1,4,104
1055,PHOEBE: Definitely not his mother.,1,4,104
1056,"MONICA: Oh, no...",1,4,104
1057,"PHOEBE: Oh, wait, she's walking across the floor.. she's walking.. she's walking.. she's going for the pizza- (YELLS) Hey, that's not for you, bitch!",1,4,104
1058,(PHOEBE COVERS HER MOUTH WITH HER HAND AND WALKS AWAY FROM THE WINDOW),1,4,104
1059,,1,4,104
1060,,1,4,104
1061,,1,4,104
1062,(CUT TO THE HOSPITAL. JOEY IS MIMING HOCKEY PUCKS HITTING FOREHEADS. CHANDLER REALISES IT'S GETTING TENSE AND GOES TO THE RECEPTIONIST AGAIN),1,4,104
1063,"CHANDLER: Excuse me, look, we've been here for over an hour, and a lot of people less sick than my friend have gone in. I mean, that guy with the toe thing? Who's he sleeping with?",1,4,104
1064,(SHE SLIDES THE GLASS PANEL OVER. CHANDLER TALKS THROUGH IT IN A LOUD VOICE),1,4,104
1065,"CHANDLER: Oh, c'mon Dora, don't be mad... I know we both said some things we didn't mean, but that doesn't mean we still don't love each other. (TO THE E.R.) Y'know, I feel like I've lost her.. (SHE SLIDES THE PANEL BACK. HE TURNS AND IT TAKES HIM BY SURPRISE) Ba-!",1,4,104
1066,(CUT TO THE GIRLS ON MON+RACH'S BALCONY),1,4,104
1067,MONICA: Light still out?,1,4,104
1068,RACHEL: Yeah.,1,4,104
1069,MONICA: Oh. Maybe they're- napping.,1,4,104
1070,"RACHEL: Oh please, they're having s*x.",1,4,104
1071,MONICA+PHOEBE: Shut up!,1,4,104
1072,"RACHEL: So, whaddya think George is like?",1,4,104
1073,MONICA: I think he's shy.,1,4,104
1074,PHOEBE: Yeah?,1,4,104
1075,MONICA: Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.,1,4,104
1076,(HOSPITAL),1,4,104
1077,ROSS: I remember the moonlight coming through the window- and her face had the most incredible glow.,1,4,104
1078,"CHANDLER: Yes, the moon, the glow, the magical feeling, you did this part- Could I get some painkillers over here, please?",1,4,104
1079,"JOEY: He's right, enough, already. What is the big deal about today? So you slept with her for the first time, so what? You slept with her for seven years after that.",1,4,104
1080,"ROSS: Look, it's just a little more complicated...",1,4,104
1081,"CHANDLER: Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?",1,4,104
1082,"ROSS: Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",1,4,104
1083,CHANDLER: Then what?,1,4,104
1084,ROSS: My first time with Carol was.. (MUMBLES),1,4,104
1085,JOEY: What?,1,4,104
1086,ROSS: It was my first time.,1,4,104
1087,JOEY: With Carol?,1,4,104
1088,(ROSS GIVES HIM A LOOK),1,4,104
1089,JOEY: Oh.,1,4,104
1090,"CHANDLER: So in your whole life, you've only been with one- (HE GETS A LOOK TOO) -oh.",1,4,104
1091,"JOEY: Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight! ",1,4,104
1092,(BALCONY),1,4,104
1093,"MONICA: Okay. Okay, I got one. Do you remember that vegetarian pate that I made that you loved so much?",1,4,104
1094,PHOEBE: Uh-huh.,1,4,104
1095,"MONICA: Well, unless goose is a vegetable...ha haaaah!",1,4,104
1096,"PHOEBE: Oh! Oh! Oh! Okay, fine, fine. Now I don't feel so bad about sleeping with Jason Hurley.",1,4,104
1097,MONICA: What?! You slept with Jason?,1,4,104
1098,PHOEBE: You'd already broken up.,1,4,104
1099,RACHEL: How long?,1,4,104
1100,PHOEBE: A couple hours.,1,4,104
1101,"MONICA: Oh, that's nice!",1,4,104
1102,"RACHEL: Okay, okay, okay, I got one! (SHE SITS UP AND THE CUSHION SHE WAS LEANING AGAINST FALLS OFF THE BALCONY) Anyway- The valentine Tommy Rollerson left in your locker was really from me.",1,4,104
1103,MONICA: Excuse me?!,1,4,104
1104,RACHEL: Hello? Like he was really gonna send you one? (TO PHOEBE) She was a big girl.,1,4,104
1105,"MONICA: Really. Well, at least 'big girls' don't pee in their pants in seventh grade!",1,4,104
1106,RACHEL: I was laughing! You made me laugh! (MONICA AND RACHEL START TO SQUABBLE),1,4,104
1107,PHOEBE: There he is! There he is!,1,4,104
1108,MONICA: Where?,1,4,104
1109,PHOEBE: Right- where we've been looking all night!,1,4,104
1110,RACHEL: He is so cute!,1,4,104
1111,"MONICA: Oh, George, baby, drop the towel!",1,4,104
1112,"ALL: Yeah, drop it! Drop the towel! Please drop the- (PAUSE) -wowww.",1,4,104
1113,(HOSPITAL- ROSS IS ABSENT),1,4,104
1114,JOEY: Man. Can you believe he's only had s*x with one woman?,1,4,104
1115,"CHANDLER: I think it's great. Y'know, it's sweet, it's romantic..",1,4,104
1116,JOEY: Really?,1,4,104
1117,"CHANDLER: No, you kidding? The guy's a freak.. ",1,4,104
1118,(ENTER ROSS OFF CAMERA),1,4,104
1119,"BOTH: Hey, buddy.",1,4,104
1120,ROSS: Hi. (HE IS WEARING A PIECE OF STEEL BANDAGED TO HIS NOSE. HE TOSSES SOME FORMS ONTO THE RECEPTION DESK),1,4,104
1121,"RECEPTIONIST: (SARCASTIC) Oh, that's attractive.",1,4,104
1122,"CHANDLER: Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.",1,4,104
1123,"ROSS: Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?",1,4,104
1124,"JOEY: Oh, ah- the kid has it.",1,4,104
1125,"ROSS: The kid..? (TO KID) Excuse me, uh, that's, that's my puck.",1,4,104
1126,"KID: I found it. Finders keepers, losers weepers.",1,4,104
1127,(ROSS LOOKS AT CHANDLER FOR HELP),1,4,104
1128,"CHANDLER: You gotta do it, man.",1,4,104
1129,"ROSS: (TO KID) Oh yeah? Well, I'm rubber, you're glue, whatever- (TO CHANDLER) -can't do it. (TO KID) Listen, uh- gimme back my puck.",1,4,104
1130,KID: No. ,1,4,104
1131,"ROSS: 'Yes', how about. C'mere. Gimme!",1,4,104
1132,KID: No! No!,1,4,104
1133,(THEY FIGHT OVER IT.),1,4,104
1134,RECEPTIONIST: Hey! Hey! No rough holding in my ER!,1,4,104
1135,ROSS: (TRIES TO SNATCH IT-) GIVE ME MY PUCK!! (-BUT IT FLIES OUT OF HIS GRASP AND KNOCKS OUT THE RECEPTIONIST),1,4,104
1136,ROSS: ...Now that was fun.,1,4,104
1137,CREDITS SCENE: RACHEL+MONICA'S PLACE (JOEY AND THE GIRLS ARE PLAYING TWISTER),1,4,104
1138,"ROSS: (DOING THE SPINNING) Okay, Monica: Right foot red.",1,4,104
1139,"MONICA: Could've played Monopoly, but nooooo.",1,4,104
1140,(A KNOCK AT THE DOOR. CHANDLER OPENS IT AND SOME GUY SILENTLY HANDS BACK THE CUSHION),1,4,104
1141,CHANDLER: Thanks. (THE GUY NODS AND LEAVES),1,4,104
1142,"ROSS: Okay, Pheebs: Right hand blue. (PHOEBE HAS TO BEND OVER.)Good. (JOEY STARES AT HER BUTT APPRECIATIVELY)",1,4,104
1143,"(PHONE RINGS, CHANDLER ANSWERS)",1,4,104
1144,"CHANDLER: Hello? Oh, uh, Rachel, it's the Visa card people.",1,4,104
1145,"RACHEL: Oh, okay. Will you take my place?",1,4,104
1146,"CHANDLER: Alright. (TO PHONE) Yes, this is Rachel.",1,4,104
1147,"RACHEL: Nooo! (TAKES THE PHONE; CHANDLER TAKES HER PLACE) Hello? Oh, yeah, no, I know, I-I haven't been using it much. Oh, well, thanks, but, I'm okay, really.",1,4,104
1148,ROSS: Green. To the green.,1,4,104
1149,RACHEL: I've got magic beans. Never-never mind.,1,4,104
1150,"CHANDLER: To the left, to the left- aww! (THEY COLLAPSE)",1,4,104
1151,RACHEL: Ohhh... I'm fine.,1,4,104
1152,END,1,4,104
1153,"Originally written by Jeff Greenstein & Jeff Strauss
Transcribed by Mindy Mattingly Phillips [mmatting@indiana.edu]. Minor additions and adjustments by Dan Silverstein.
[Scene: Central Perk. All six are there.]
MNCA: Would you let it go? It's not that big a deal.",1,5,105
1154,"ROSS: Not that big a deal? It's amazing. Ok, you just reach in there, there's one little maneuver, and bam, a bra right out the sleeve. All right, as far as I'm concerned, there is nothing a guy can do that even comes close. Am I right?",1,5,105
1155,RACH: Come on! You guys can pee standing up.,1,5,105
1156,"CHAN: We can? All right, I'm tryin' that.",1,5,105
1157,"JOEY: Ok, you know what blows my mind? Women can see breasts any time they want. You just look down and there they are. How you get any work done is beyond me.",1,5,105
1158,"PHOE: Oh, ok, you know what I don't get? The way guys can do so many mean things, and then not even care.",1,5,105
1159,[Long pause.],1,5,105
1160,ROSS: Multiple orgasms!,1,5,105
1161,"Opening Credits
[Scene: Central Perk. All are there.]
CHAN: So, Saturday night, the big night, date night, Saturday night, Sat-ur-day night!",1,5,105
1162,"JOEY: No plans, huh?",1,5,105
1163,CHAN: Not a one.,1,5,105
1164,"ROSS: Not even, say, breaking up with Janice?",1,5,105
1165,"CHAN: Oh, right, right, shut up.",1,5,105
